ItemNumber, cla_maj_femi, qtd_maj_femi, cla_maj_masc, qtd_maj_masc, f1_class, f2_class, f3_class, f4_class, m1_class, m2_class, m3_class, m4_class, f1_tempo, f2_tempo, f3_tempo, f4_tempo, m1_tempo, m2_tempo, m3_tempo, m4_tempo
       376, positiva    ,            3, positiva    ,            4, positiva, positiva, positiva, neutra  , positiva, positiva, positiva, positiva,    6.741,    7.719,    3.052,    5.349,    3.899,    8.073,    3.191,    3.328
       377, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    4.053,    5.64 ,    4.052,    5.821,    5.284,    5.094,    2.335,    4.207
       378, positiva    ,            4, positiva    ,            4, positiva, positiva, positiva, positiva, positiva, positiva, positiva, positiva,    2.918,    5.511,    1.603,    3.715,    4.162,    3.768,    4.958,    2.247
       379, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    3.686,    5.115,    2.21 ,    3.17 ,    3.355,    2.919,    4.398,    2.223
       380, negativa    ,            3, negativa    ,            4, negativa, negativa, negativa, neutra  , negativa, negativa, negativa, negativa,    5.856,    4.58 ,    1.988,    2.962,    3.56 ,    5.19 ,    3.048,    1.823
       381, neutra      ,            3, neutra      ,            4, neutra  , neutra  , negativa, neutra  , neutra  , neutra  , neutra  , neutra  ,    5.738,    4.562,    1.894,    3.924,    6.028,    4.283,   22.98 ,    1.783
       382, positiva    ,            3, positiva    ,            4, positiva, positiva, positiva, neutra  , positiva, positiva, positiva, positiva,    5.971,   13.521,    2.767,    3.015,    7.429,    8.834,    2.751,    2.463
       383, neutra      ,            4, neutra      ,            3, neutra  , neutra  , neutra  , neutra  , negativa, neutra  , neutra  , neutra  ,    9.743,    8.841,    5.683,    6.746,    9.96 ,    6.804,    3.241,    8.838
       384, positiva    ,            2, positiva    ,            3, positiva, neutra  , positiva, neutra  , positiva, positiva, positiva, neutra  ,    6.823,    6.795,    3.545,    4.3  ,    7.169,    8.709,    2.621,    5.648
       385, neutra      ,            4, neutra      ,            4, neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , neutra  ,    7.177,    4.937,    2.557,    6.071,   12.418,    8.49 ,    3.174,    3.12
       386, positiva    ,            3, positiva    ,            4, positiva, positiva, positiva, neutra  , positiva, positiva, positiva, positiva,   37.007,    7.478,    4.583,    4.358,    8.258,   10.711,    6.821,    5.711
       387, positiva    ,            3, positiva    ,            3, positiva, positiva, neutra  , positiva, positiva, neutra  , positiva, positiva,    4.72 ,    6.544,    3.082,    5.402,    5.107,    6.263,    4.532,    3.695
       388, neutra      ,            3, neutra      ,            2, neutra  , neutra  , positiva, neutra  , negativa, neutra  , neutra  , positiva,    6.29 ,    7.062,    3.151,    1.856,    5.278,    6.773,    3.24 ,    1.751
       389, positiva    ,            3, positiva    ,            4, positiva, positiva, positiva, neutra  , positiva, positiva, positiva, positiva,    4.236,    2.516,    1.17 ,    0.871,    3.162,    3.44 ,    1.501,    1.336
       390, positiva    ,            3, positiva    ,            3, positiva, positiva, positiva, neutra  , positiva, positiva, positiva, neutra  ,   13.819,   12.339,    4.812,    7.17 ,   11.416,   11.303,    5.772,    7.904
       391, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    7.171,    7.864,    3.05 ,    5.192,    6.458,    7.284,    6.026,    5.967
       392, negativa    ,            3, negativa    ,            4, negativa, negativa, negativa, neutra  , negativa, negativa, negativa, negativa,    7.223,   15.467,    2.979,    5.482,    9.748,    9.203,    4.074,    7.28
       393, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    2.686,    7.847,    2.618,    3.837,    2.702,    3.191,    3.491,    2.126
       394, neutra      ,            2, positiva    ,            3, neutra  , positiva, positiva, neutra  , positiva, neutra  , positiva, positiva,    7.843,   10.066,    3.331,    6.099,   12.337,    8.848,    8.642,    4.791
       395, positiva    ,            3, positiva    ,            4, positiva, positiva, positiva, neutra  , positiva, positiva, positiva, positiva,    3.284,    3.047,    1.644,    2.35 ,    2.726,    2.429,    2.884,    1.655
       396, neutra      ,            4, positiva    ,            2, neutra  , neutra  , neutra  , neutra  , positiva, negativa, positiva, negativa,    5.387,    5.893,    4.098,    2.695,    7.586,    6.846,    5.35 ,    4.233
       397, positiva    ,            4, positiva    ,            4, positiva, positiva, positiva, positiva, positiva, positiva, positiva, positiva,    8.276,   15.341,    3.983,    6.041,    9.303,    5.48 ,    3.969,    4.033
       398, negativa    ,            2, negativa    ,            3, negativa, neutra  , negativa, neutra  , negativa, positiva, negativa, negativa,   18.204,   15.174,    5.769,    9.709,   16.412,   14.798,    6.177,    4.838
       399, positiva    ,            2, positiva    ,            3, positiva, positiva, neutra  , neutra  , positiva, neutra  , positiva, positiva,    5.487,   10.528,    4.255,    8.222,    8.837,   10.505,    3.713,    2.644
       400, positiva    ,            3, positiva    ,            4, positiva, positiva, positiva, neutra  , positiva, positiva, positiva, positiva,    5.739,    3.723,    2.943,    2.6  ,    6.595,    4.217,    2.543,    4.124
       401, neutra      ,            3, neutra      ,            3, neutra  , neutra  , positiva, neutra  , positiva, neutra  , neutra  , neutra  ,    5.722,    9.277,    2.081,    2.141,    3.063,    3.741,    3.671,    5.04
       402, neutra      ,            4, neutra      ,            3, neutra  , neutra  , neutra  , neutra  , positiva, neutra  , neutra  , neutra  ,    3.019,    4.599,    1.898,    1.527,    2.994,    2.83 ,    2.799,    1.398
       403, neutra      ,            3, positiva    ,            3, positiva, neutra  , neutra  , neutra  , positiva, positiva, positiva, neutra  ,    9.593,   11.733,    3.476,    2.518,    3.072,    4.628,    3.34 ,    2.754
       404, neutra      ,            4, neutra      ,            3, neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , positiva, neutra  ,   15.502,   11.385,    1.823,    3.38 ,    5.414,   12.908,    9.335,    5.862
       405, neutra      ,            4, positiva    ,            3, neutra  , neutra  , neutra  , neutra  , positiva, neutra  , positiva, positiva,   10.528,   14.403,    5.268,    7.629,    9.9  ,   10.278,    6.923,    4.202
       406, positiva    ,            3, positiva    ,            4, positiva, positiva, positiva, neutra  , positiva, positiva, positiva, positiva,    4.937,    8.941,    2.217,    5.134,    5.364,    7.102,    2.804,    1.708
       407, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    8.911,   12.227,    2.298,    4.862,    6.728,    6.309,    6.134,    3.648
       408, positiva    ,            2, positiva    ,            4, positiva, negativa, neutra  , positiva, positiva, positiva, positiva, positiva,    8.54 ,    6.95 ,    3.489,    5.047,    4.584,    4.902,    5.143,    2.582
       409, neutra      ,            3, positiva    ,            3, positiva, neutra  , neutra  , neutra  , positiva, neutra  , positiva, positiva,    6.842,    7.466,    5.068,    7.216,    4.749,    7.001,    3.073,    5.616
       410, positiva    ,            3, positiva    ,            4, positiva, positiva, positiva, neutra  , positiva, positiva, positiva, positiva,    3.017,    4.487,    1.6  ,    1.856,    2.08 ,    2.778,    1.799,    1.566
       411, positiva    ,            3, positiva    ,            4, neutra  , positiva, positiva, positiva, positiva, positiva, positiva, positiva,   40.114,    9.561,    2.733,    6.369,    4.945,    4.544,    3.113,    4.711
       412, neutra      ,            3, positiva    ,            2, positiva, neutra  , neutra  , neutra  , positiva, negativa, positiva, neutra  ,   41.634,   29.417,   11.173,    6.696,   14.259,    4.777,    8.707,   12.609
       413, positiva    ,            3, positiva    ,            3, positiva, positiva, positiva, neutra  , positiva, neutra  , positiva, positiva,    3.235,    5.182,    1.854,    4.226,    3.254,    3.599,   22.33 ,    2.263
       414, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,   12.384,   21.384,    5.118,    8.335,   28.376,    7.803,    5.353,    7.838
       415, positiva    ,            2, positiva    ,            3, positiva, positiva, neutra  , neutra  , positiva, neutra  , positiva, positiva,    5.636,    9.517,    5.122,    3.824,    6.09 ,    5.558,    3.974,    1.568
       416, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    7.408,    6.126,    1.808,    4.075,    4.553,    5.921,    2.625,    3.384
       417, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    7.157,   10.214,    2.116,    4.127,    3.01 ,    2.874,    2.937,    3.079
       418, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    7.473,   13.744,    2.65 ,    3.505,    4.726,    4.238,   10.567,    8.919
       419, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    8.159,    7.682,    2.575,    3.541,    5.702,    5.037,    3.322,    3.096
       420, negativa    ,            2, negativa    ,            3, negativa, negativa, neutra  , neutra  , positiva, negativa, negativa, negativa,    6.839,   12.132,    4.257,    3.745,    8.066,    5.574,    2.692,    4.521
       421, neutra      ,            3, positiva    ,            2, negativa, neutra  , neutra  , neutra  , positiva, positiva, negativa, neutra  ,   14.837,   29.219,    4.363,    6.249,    5.011,    3.994,    7.456,    3.164
       422, negativa    ,            3, negativa    ,            4, negativa, negativa, negativa, neutra  , negativa, negativa, negativa, negativa,    8.641,   16.083,    5.45 ,   11.842,   11.732,    2.586,    4.139,    5.128
       423, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    7.309,   10.699,    3.458,    8.056,   10.056,    6.546,    5.102,    4.512
       424, negativa    ,            2, negativa    ,            3, negativa, neutra  , negativa, neutra  , negativa, neutra  , negativa, negativa,    2.584,    7.648,    2.383,    1.9  ,    2.859,    2.238,    4.256,    2.865
       425, positiva    ,            3, positiva    ,            4, positiva, neutra  , positiva, positiva, positiva, positiva, positiva, positiva,    8.458,    8.534,    2.481,    7.271,    5.83 ,    3.115,    3.836,    2.712
       426, neutra      ,            4, neutra      ,            4, neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , neutra  ,    5.621,   12.238,    4.554,    2.973,    9.73 ,    7.572,    5.32 ,    2.719
       427, positiva    ,            4, positiva    ,            4, positiva, positiva, positiva, positiva, positiva, positiva, positiva, positiva,    2.384,    2.168,    1.752,    1.843,    2.45 ,    1.819,    1.53 ,    1.711
       428, neutra      ,            4, neutra      ,            4, neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , neutra  ,    7.073,    8.717,    2.983,    5.97 ,   10.682,    7.403,    5.186,    3.043
       429, neutra      ,            3, negativa    ,            3, negativa, neutra  , neutra  , neutra  , negativa, negativa, positiva, negativa,    5.056,    7.235,    2.166,    1.684,    3.845,    3.516,    3.556,    2.799
       430, positiva    ,            2, positiva    ,            2, positiva, positiva, neutra  , neutra  , positiva, neutra  , positiva, negativa,   19.82 ,   22.57 ,    5.277,   12.236,   20.958,    8.917,    7.413,   13.238
       431, negativa    ,            2, positiva    ,            4, positiva, negativa, neutra  , negativa, positiva, positiva, positiva, positiva,    8.008,    8.863,    4.278,    7.103,   14.898,    3.358,    3.007,    2.824
       432, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    7.925,   10.005,    2.419,    6.888,    6.979,    8.135,    9.44 ,    3.881
       433, positiva    ,            4, positiva    ,            4, positiva, positiva, positiva, positiva, positiva, positiva, positiva, positiva,    8.657,   18.608,    3.305,    8.273,    8.424,    6.754,    3.084,    6.847
       434, neutra      ,            3, negativa    ,            3, negativa, neutra  , neutra  , neutra  , negativa, neutra  , negativa, negativa,   10.643,   13.971,    4.091,    7.285,    7.619,    7.499,    6.501,    5.128
       435, neutra      ,            3, neutra      ,            2, positiva, neutra  , neutra  , neutra  , neutra  , negativa, positiva, neutra  ,    8.342,   11.359,    2.7  ,    2.135,    4.664,    5.115,   33.365,    3.15
       436, positiva    ,            4, positiva    ,            4, positiva, positiva, positiva, positiva, positiva, positiva, positiva, positiva,    9.71 ,    8.007,    2.842,    7.135,    6.879,    5.25 ,   32.084,    2.497
       437, neutra      ,            3, neutra      ,            2, neutra  , negativa, neutra  , neutra  , neutra  , neutra  , negativa, negativa,   11.511,   20.327,    3.835,    3.903,    6.962,    7.861,   73.85 ,    4.48
       438, neutra      ,            3, neutra      ,            4, negativa, neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , neutra  ,    5.872,    6.399,    3.841,    3.516,    5.069,    7.398,    5.314,    3.654
       439, neutra      ,            4, positiva    ,            3, neutra  , neutra  , neutra  , neutra  , positiva, positiva, positiva, neutra  ,    5.721,   22.756,    3.936,    1.83 ,    2.905,    3.447,    3.306,    3.265
       440, neutra      ,            3, neutra      ,            2, positiva, neutra  , neutra  , neutra  , neutra  , neutra  , positiva, negativa,   17.588,   22.052,    5.28 ,    3.309,    9.99 ,   12.073,    3.778,    5.912
       441, positiva    ,            3, positiva    ,            4, positiva, positiva, positiva, neutra  , positiva, positiva, positiva, positiva,    6.239,   22.669,    2.516,    6.191,    6.736,    7.187,   21.528,    2.847
       442, negativa    ,            2, positiva    ,            2, negativa, neutra  , negativa, positiva, positiva, neutra  , positiva, neutra  ,   12.347,   27.835,    7.025,    7.733,   14.06 ,   11.483,   34.206,    6.722
       443, positiva    ,            3, positiva    ,            4, positiva, positiva, negativa, positiva, positiva, positiva, positiva, positiva,   16.619,    9.474,    3.903,    4.044,    6.797,    6.985,    3.053,    9.142
       444, neutra      ,            4, positiva    ,            2, neutra  , neutra  , neutra  , neutra  , positiva, negativa, positiva, neutra  ,    9.075,   25.187,    3.539,    7.325,    3.219,   16.381,    7.014,    8.696
       445, positiva    ,            4, positiva    ,            4, positiva, positiva, positiva, positiva, positiva, positiva, positiva, positiva,    3.853,    3.801,    2.317,    2.477,    3.703,    4.024,    2.583,    1.913
       446, neutra      ,            2, positiva    ,            4, positiva, negativa, neutra  , neutra  , positiva, positiva, positiva, positiva,    5.971,    7.907,    3.377,    3.78 ,    6.648,    5.668,   17.555,    2.839
       447, negativa    ,            4, negativa    ,            3, negativa, negativa, negativa, negativa, negativa, negativa, neutra  , negativa,   14.791,   18.088,    3.792,    8.403,   13.645,   18.396,   14.889,    6.032
       448, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    6.95 ,    9.645,    2.753,    3.771,    6.113,    7.278,    4.459,    3.664
       449, negativa    ,            3, neutra      ,            2, negativa, negativa, negativa, neutra  , neutra  , negativa, negativa, neutra  ,    4.053,    8.856,    3.113,    3.206,    7.288,    4.0  ,    8.164,    2.288
       450, negativa    ,            3, negativa    ,            4, negativa, negativa, negativa, positiva, negativa, negativa, negativa, negativa,    6.557,    6.756,    1.718,    3.717,    4.688,    5.623,    6.479,    2.959
       451, neutra      ,            3, neutra      ,            3, neutra  , neutra  , negativa, neutra  , neutra  , positiva, neutra  , neutra  ,   11.523,   35.398,   18.296,   22.544,    5.481,    3.027,    3.143,    9.177
       452, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,   14.694,    4.298,   11.684,    3.687,    3.347,    2.818,    2.287,    2.052
       453, neutra      ,            4, neutra      ,            4, neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , neutra  ,   20.271,   16.428,   37.519,    9.224,    8.558,    7.94 ,   12.104,    6.536
       454, negativa    ,            2, negativa    ,            3, negativa, negativa, positiva, neutra  , negativa, negativa, negativa, neutra  ,    6.18 ,    4.819,    8.061,    2.773,    6.152,    1.944,    2.35 ,    4.41
       455, positiva    ,            3, positiva    ,            3, positiva, positiva, positiva, neutra  , positiva, positiva, positiva, neutra  ,    3.598,    2.451,    8.671,    4.462,    5.379,    2.049,    2.087,    8.598
       456, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    9.434,   10.125,   11.904,    7.312,    6.533,    3.469,    3.054,   12.139
       457, positiva    ,            3, positiva    ,            4, positiva, positiva, positiva, neutra  , positiva, positiva, positiva, positiva,    4.549,    6.137,    5.74 ,    1.894,    3.321,    1.901,    1.543,    3.759
       458, positiva    ,            4, positiva    ,            4, positiva, positiva, positiva, positiva, positiva, positiva, positiva, positiva,    7.29 ,    7.572,   13.931,    3.999,    4.583,    2.176,    1.759,    2.843
       459, positiva    ,            4, positiva    ,            3, positiva, positiva, positiva, positiva, neutra  , positiva, positiva, positiva,    8.886,    7.239,   25.728,    3.783,   12.45 ,    2.74 ,    4.919,   20.71
       460, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    8.604,    7.39 ,   10.159,    5.829,    7.628,    2.392,    2.462,   19.985
       461, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    9.238,    8.589,    8.865,    4.048,    6.227,    1.876,    2.057,    3.32
       462, positiva    ,            4, positiva    ,            4, positiva, positiva, positiva, positiva, positiva, positiva, positiva, positiva,   11.803,  111.099,   18.667,    7.545,    7.402,    5.351,    3.495,    9.881
       463, positiva    ,            3, positiva    ,            4, positiva, neutra  , positiva, positiva, positiva, positiva, positiva, positiva,   11.555,   68.038,   13.763,   10.713,   24.453,    4.351,   10.758,    3.861
       464, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,   11.917,    8.868,   43.342,   10.743,    6.488,    3.318,    3.393,    3.149
       465, neutra      ,            2, negativa    ,            3, negativa, neutra  , positiva, neutra  , negativa, negativa, positiva, negativa,   15.376,   16.781,   14.823,   13.931,   10.701,    6.417,   12.478,    4.273
       466, positiva    ,            3, positiva    ,            4, positiva, positiva, positiva, neutra  , positiva, positiva, positiva, positiva,   14.485,   23.878,   19.139,   11.802,   23.744,    7.71 ,    6.88 ,    6.871
       467, neutra      ,            3, neutra      ,            3, neutra  , neutra  , positiva, neutra  , neutra  , neutra  , neutra  , positiva,    5.207,    3.478,    5.004,    1.901,    4.348,    3.353,    3.181,    2.688
       468, neutra      ,            4, neutra      ,            2, neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , positiva, positiva,    7.688,    4.471,   14.671,    2.466,    7.417,    2.003,    2.265,    2.48
       469, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    9.576,    8.053,    7.677,    5.333,    6.473,    4.439,    3.278,    5.478
       470, positiva    ,            4, positiva    ,            4, positiva, positiva, positiva, positiva, positiva, positiva, positiva, positiva,    3.812,    4.67 ,    7.593,    2.893,    2.833,    2.463,    1.863,   50.23
       471, positiva    ,            2, positiva    ,            3, neutra  , negativa, positiva, positiva, neutra  , positiva, positiva, positiva,    8.088,    8.789,   12.814,    3.847,    8.529,    2.243,    2.047,    4.145
       472, positiva    ,            3, neutra      ,            3, negativa, positiva, positiva, positiva, neutra  , positiva, neutra  , neutra  ,    5.723,   58.689,    9.17 ,    7.105,    8.009,    5.969,   23.503,    4.423
       473, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    6.476,    3.764,   83.993,    2.641,    4.835,    4.523,    2.52 ,    3.978
       474, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    5.515,    4.551,   10.397,    4.534,    5.27 ,    2.761,    2.815,    3.001
       475, neutra      ,            2, positiva    ,            4, neutra  , positiva, positiva, neutra  , positiva, positiva, positiva, positiva,   22.493,   15.716,    7.093,    3.41 ,    3.975,    5.459,    3.753,    3.826
       476, negativa    ,            2, neutra      ,            4, negativa, negativa, neutra  , neutra  , neutra  , neutra  , neutra  , neutra  ,   31.178,    7.773,   19.113,    4.518,    7.328,    3.868,    5.606,   61.54
       477, negativa    ,            2, neutra      ,            2, negativa, positiva, negativa, neutra  , neutra  , positiva, negativa, neutra  ,   11.157,   40.781,    9.899,    9.636,   12.399,    6.968,   10.176,    7.8
       478, positiva    ,            2, positiva    ,            3, positiva, positiva, negativa, neutra  , neutra  , positiva, positiva, positiva,   10.654,    7.136,   22.092,    4.399,    7.345,    5.102,    2.424,    4.771
       479, positiva    ,            3, positiva    ,            4, positiva, positiva, positiva, neutra  , positiva, positiva, positiva, positiva,    4.893,    4.236,    3.884,    4.483,    5.814,    2.649,    2.262,    9.678
       480, negativa    ,            3, negativa    ,            3, negativa, negativa, negativa, neutra  , negativa, negativa, positiva, negativa,    9.819,    6.673,    7.362,    5.966,   11.022,    4.301,   21.992,   51.247
       481, negativa    ,            3, negativa    ,            4, negativa, negativa, negativa, neutra  , negativa, negativa, negativa, negativa,    4.694,   11.015,    8.762,    2.51 ,    3.72 ,    1.937,    2.928,    2.807
       482, negativa    ,            3, negativa    ,            4, negativa, negativa, negativa, neutra  , negativa, negativa, negativa, negativa,   12.325,   13.226,   17.571,   10.478,   10.882,    4.718,   81.647,    4.19
       483, negativa    ,            3, positiva    ,            2, negativa, positiva, negativa, negativa, positiva, neutra  , positiva, neutra  ,   44.967,    5.873,    7.573,  120.389,   19.302,    4.939,    4.224,    5.421
       484, neutra      ,            2, neutra      ,            2, neutra  , positiva, positiva, neutra  , neutra  , neutra  , positiva, positiva,   14.761,    9.609,   11.956,   14.392,   10.432,    6.338,    4.879,    6.911
       485, neutra      ,            3, positiva    ,            3, neutra  , neutra  , negativa, neutra  , neutra  , positiva, positiva, positiva,    8.031,  180.697,    8.509,    5.51 ,    4.57 ,    5.654,    3.599,    2.941
       486, negativa    ,            3, negativa    ,            3, negativa, negativa, negativa, positiva, neutra  , negativa, negativa, negativa,   29.933,   34.174,   17.563,    9.461,   16.804,    6.317,    3.304,    7.406
       487, negativa    ,            3, negativa    ,            4, negativa, negativa, negativa, neutra  , negativa, negativa, negativa, negativa,    2.83 ,    2.695,    2.942,    2.518,    2.717,    2.041,    1.153,    1.727
       488, positiva    ,            3, positiva    ,            3, positiva, positiva, positiva, neutra  , neutra  , positiva, positiva, positiva,    6.637,    4.388,   10.729,    1.907,    7.598,    3.862,    2.063,    3.088
       489, negativa    ,            3, negativa    ,            4, negativa, negativa, negativa, neutra  , negativa, negativa, negativa, negativa,   21.598,   38.082,   16.825,    9.213,   11.568,    4.794,    7.246,    4.947
       490, positiva    ,            2, positiva    ,            3, negativa, positiva, positiva, neutra  , neutra  , positiva, positiva, positiva,   14.365,    2.864,    8.558,    1.359,    3.165,    3.434,    1.352,    5.265
       491, neutra      ,            4, neutra      ,            3, neutra  , neutra  , neutra  , neutra  , neutra  , negativa, neutra  , neutra  ,   20.922,  115.196,    3.419,    2.132,    2.371,    3.44 ,    1.494,    4.638
       492, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,   27.232,   10.891,   19.872,    8.097,    9.698,    4.83 ,    7.622,    7.83
       493, neutra      ,            2, positiva    ,            4, neutra  , positiva, positiva, neutra  , positiva, positiva, positiva, positiva,   16.635,   13.63 ,   13.415,    9.988,    6.238,    5.827,    6.313,    5.19
       494, neutra      ,            4, neutra      ,            3, neutra  , neutra  , neutra  , neutra  , neutra  , positiva, neutra  , neutra  ,   15.498,   53.965,   15.696,    7.284,   12.14 ,    7.705,    7.622,   40.764
       495, positiva    ,            3, positiva    ,            4, positiva, positiva, positiva, neutra  , positiva, positiva, positiva, positiva,    8.412,    9.257,   11.763,    6.023,    6.114,    3.378,    5.912,    2.647
       496, positiva    ,            3, positiva    ,            3, positiva, positiva, positiva, neutra  , positiva, positiva, neutra  , positiva,   11.661,   25.772,   13.225,    4.451,    9.265,    5.362,   19.597,    3.842
       497, positiva    ,            4, positiva    ,            4, positiva, positiva, positiva, positiva, positiva, positiva, positiva, positiva,   21.713,    5.938,   19.864,    5.073,    6.363,    4.687,    6.77 ,    2.995
       498, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    9.631,   10.894,    7.669,    5.805,    4.415,    3.866,    2.448,    2.539
       499, positiva    ,            4, positiva    ,            3, positiva, positiva, positiva, positiva, neutra  , positiva, positiva, positiva,   12.194,    6.758,    6.018,    6.598,    5.651,    7.682,    2.342,   46.459
       500, neutra      ,            2, neutra      ,            2, neutra  , positiva, positiva, neutra  , neutra  , neutra  , positiva, positiva,    9.232,    6.671,   35.987,    5.497,   11.836,    4.107,    3.311,    4.12
       501, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,   17.638,    5.673,    6.659,    4.292,    4.477,    2.992,    2.903,    2.8
       502, negativa    ,            2, negativa    ,            2, negativa, neutra  , negativa, neutra  , negativa, neutra  , neutra  , negativa,   16.75 ,    5.737,    8.583,    2.54 ,    7.866,    4.142,    3.279,    6.303
       503, neutra      ,            4, neutra      ,            4, neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , neutra  ,    6.003,    3.586,    7.844,    1.914,    3.257,    2.388,    1.479,   21.874
       504, neutra      ,            3, neutra      ,            4, neutra  , neutra  , positiva, neutra  , neutra  , neutra  , neutra  , neutra  ,    9.919,   52.281,   23.002,    4.744,   10.267,    4.609,    3.911,    4.286
       505, negativa    ,            3, negativa    ,            4, negativa, negativa, negativa, neutra  , negativa, negativa, negativa, negativa,    9.617,    7.053,   10.205,    5.541,    6.215,    2.462,    4.344,    6.379
       506, neutra      ,            3, neutra      ,            3, neutra  , neutra  , positiva, neutra  , neutra  , neutra  , neutra  , positiva,   33.848,    9.492,   18.134,    5.04 ,   13.186,    7.397,   29.709,    5.437
       507, neutra      ,            3, neutra      ,            4, neutra  , neutra  , negativa, neutra  , neutra  , neutra  , neutra  , neutra  ,    6.68 ,    4.652,    7.953,    1.586,    2.653,    5.367,    2.416,    3.099
       508, negativa    ,            3, negativa    ,            4, negativa, negativa, negativa, neutra  , negativa, negativa, negativa, negativa,    2.741,    5.538,    7.775,    1.662,    2.625,    1.743,    1.999,    2.221
       509, neutra      ,            4, neutra      ,            4, neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , neutra  ,    9.875,    3.903,   21.84 ,    2.574,    4.678,    2.654,    1.816,    1.928
       510, negativa    ,            3, negativa    ,            3, negativa, negativa, negativa, neutra  , negativa, neutra  , negativa, negativa,   18.217,   24.429,    7.257,    1.802,    8.592,    2.51 ,    2.335,    3.601
       511, positiva    ,            3, positiva    ,            4, positiva, positiva, positiva, neutra  , positiva, positiva, positiva, positiva,   30.254,    2.799,    2.742,    1.377,    2.646,    2.131,    1.608,    4.646
       512, negativa    ,            3, negativa    ,            2, negativa, negativa, negativa, neutra  , negativa, neutra  , neutra  , negativa,   11.102,   18.47 ,    5.44 ,    5.856,    5.882,    3.031,    3.544,    3.412
       513, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    9.661,    2.118,    2.143,    4.024,    2.269,    1.37 ,    1.327,    2.603
       514, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,   10.146,   10.412,   12.493,    7.882,    9.139,   35.581,    5.328,    7.343
       515, neutra      ,            4, neutra      ,            4, neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , neutra  ,    6.352,    5.955,    6.702,    2.528,    4.32 ,    3.974,    2.318,    4.151
       516, positiva    ,            2, positiva    ,            4, positiva, neutra  , positiva, neutra  , positiva, positiva, positiva, positiva,   12.068,   20.289,   22.172,   10.131,   11.088,    6.75 ,    5.128,    8.64
       517, neutra      ,            4, neutra      ,            3, neutra  , neutra  , neutra  , neutra  , neutra  , positiva, neutra  , neutra  ,    5.621,    4.785,    7.868,    3.323,    5.595,    2.43 ,    3.751,    4.923
